"subid","goal","true_state","positivity","utterance","goal_prob"
"anon-51","informative","4","positive","good",0.975
"anon-51","informative","5","positive","amazing",0.35
"anon-51","informative","2","negative","amazing",0.975
"anon-51","informative","5","negative","okay",0.7
"anon-51","informative","2","positive","okay",0.65
"anon-51","informative","1","positive","amazing",0.275
"anon-51","informative","2","positive","terrible",1
"anon-51","informative","5","negative","good",0.375
"anon-52","informative","2","positive","okay",0.45
"anon-52","informative","5","negative","okay",0.15
"anon-52","informative","3","negative","bad",0.45
"anon-52","informative","5","negative","bad",0.2
"anon-52","informative","3","positive","okay",0.375
"anon-52","informative","5","negative","good",0.025
"anon-52","informative","2","positive","terrible",0.1
"anon-52","informative","4","negative","terrible",0.25
"anon-52","informative","3","negative","terrible",0.2
"anon-52","informative","4","positive","good",0.55
"anon-52","informative","5","positive","amazing",0.925
"anon-52","informative","1","positive","amazing",0.075
"anon-52","informative","4","negative","bad",0.225
"anon-52","informative","5","positive","terrible",0.125
"anon-52","informative","4","positive","okay",0.25
"anon-52","informative","3","positive","good",0.45
"anon-52","informative","1","negative","good",0.175
"anon-52","informative","2","negative","good",0.2
"anon-52","informative","1","positive","bad",0.975
"anon-52","informative","4","positive","amazing",0.675
"anon-52","informative","1","negative","okay",0.675
"anon-52","informative","3","negative","amazing",0.3
"anon-52","informative","2","negative","amazing",0.325
"anon-52","informative","1","positive","terrible",1
"anon-52","informative","2","positive","bad",0.725
"anon-53","social","3","positive","terrible",0.15
"anon-53","social","2","positive","good",0.775
"anon-53","social","5","positive","good",0.925
"anon-53","social","4","negative","okay",0.15
"anon-53","social","4","positive","bad",0.3
"anon-53","social","3","positive","bad",0.05
"anon-53","social","2","negative","okay",0.375
"anon-53","social","1","negative","bad",0.35
"anon-53","social","5","positive","okay",0.35
"anon-53","social","1","negative","amazing",0.2
"anon-53","social","5","positive","bad",0.35
"anon-53","social","4","negative","good",0.25
"anon-53","social","3","negative","good",0.175
"anon-53","social","2","negative","terrible",0.325
"anon-53","social","1","positive","good",0.875
"anon-53","social","5","negative","terrible",0.625
"anon-53","social","2","positive","amazing",0.975
"anon-53","social","3","positive","amazing",0.85
"anon-53","social","3","negative","okay",0.35
"anon-53","social","5","negative","amazing",0.25
"anon-53","social","1","negative","terrible",0.1
"anon-53","social","2","negative","bad",0.175
"anon-53","social","4","positive","terrible",0.025
"anon-53","social","4","negative","amazing",0.225
"anon-53","social","1","positive","okay",0.625
"anon-54","social","5","positive","good",0.125
"anon-54","social","1","negative","terrible",0.95
"anon-54","social","1","negative","bad",0.825
"anon-54","social","1","negative","amazing",0.7
"anon-54","social","2","negative","terrible",0.25
"anon-54","social","2","negative","okay",0.35
"anon-54","social","5","negative","terrible",0.025
"anon-54","social","4","positive","terrible",0.025
"anon-54","social","2","positive","amazing",0.975
"anon-54","social","5","positive","bad",0
"anon-54","social","3","negative","okay",0.1
"anon-54","social","2","negative","bad",0.725
"anon-54","social","3","positive","bad",0.2
"anon-54","social","3","positive","amazing",0.2
"anon-54","social","3","positive","terrible",0.05
"anon-54","social","4","negative","okay",0.025
"anon-54","social","2","positive","good",0.775
"anon-54","social","3","negative","good",0.075
"anon-54","social","5","positive","okay",0
"anon-54","social","4","negative","amazing",0.1
"anon-54","social","1","positive","good",0.975
"anon-54","social","4","negative","good",0.025
"anon-54","social","4","positive","bad",0.025
"anon-54","social","1","positive","okay",0.975
"anon-54","social","5","negative","amazing",0.05
"anon-55","social","1","negative","okay",0.175
"anon-55","social","4","positive","okay",0.3
"anon-55","social","1","negative","good",0.2
"anon-55","social","4","negative","terrible",0.125
"anon-55","social","4","positive","good",0.125
"anon-55","social","4","positive","amazing",0.15
"anon-55","social","3","positive","okay",0.1
"anon-55","social","3","negative","bad",0.15
"anon-55","social","3","positive","good",0.175
"anon-55","social","5","negative","okay",0.675
"anon-55","social","5","positive","amazing",0.3
"anon-55","social","2","negative","good",0.125
"anon-55","social","2","positive","terrible",0.15
"anon-55","social","1","positive","amazing",0.075
"anon-55","social","2","positive","bad",0.1
"anon-55","social","1","positive","bad",0.1
"anon-55","social","3","negative","terrible",0.5
"anon-55","social","3","negative","amazing",0.45
"anon-55","social","2","positive","okay",0.525
"anon-55","social","5","negative","bad",0.975
"anon-55","social","1","positive","terrible",0.225
"anon-55","social","4","negative","bad",0.8
"anon-55","social","2","negative","amazing",0.175
"anon-55","social","5","positive","terrible",0.8
"anon-55","social","5","negative","good",0.55
"anon-56","social","2","positive","terrible",0.1
"anon-56","social","5","positive","terrible",0
"anon-56","social","4","positive","good",0.675
"anon-56","social","1","positive","terrible",0.1
"anon-56","social","4","negative","terrible",0.075
"anon-56","social","2","positive","bad",0.15
"anon-56","social","1","positive","bad",0.175
"anon-56","social","3","negative","bad",0.55
"anon-56","social","5","negative","good",0.2
"anon-56","social","5","negative","okay",0.125
"anon-56","social","4","negative","bad",0.3
"anon-56","social","4","positive","amazing",0.9
"anon-56","social","2","negative","good",0.1
"anon-56","social","4","positive","okay",0.775
"anon-56","social","2","negative","amazing",0.125
"anon-56","social","1","negative","good",0.05
"anon-56","social","3","positive","okay",0.55
"anon-56","social","3","negative","amazing",0.225
"anon-56","social","3","positive","good",0.8
"anon-56","social","1","positive","amazing",0.975
"anon-56","social","3","negative","terrible",0.225
"anon-56","social","2","positive","okay",0.55
"anon-56","social","5","positive","amazing",0.975
"anon-56","social","1","negative","okay",0.25
"anon-56","social","5","negative","bad",0.45
"anon-57","social","3","positive","okay",0
"anon-57","social","5","positive","amazing",0.975
"anon-57","social","2","negative","good",0.025
"anon-57","social","3","negative","bad",0
"anon-57","social","5","negative","bad",0.975
"anon-57","social","4","positive","amazing",0.8
"anon-57","social","1","positive","bad",0.025
"anon-57","social","3","negative","amazing",0
"anon-57","social","2","positive","bad",0.025
"anon-57","social","4","positive","okay",0.2
"anon-57","social","4","negative","bad",0.675
"anon-57","social","4","positive","good",0
"anon-57","social","5","negative","good",0.975
"anon-57","social","3","negative","terrible",0.625
"anon-57","social","1","positive","terrible",0.025
"anon-57","social","1","negative","okay",0.025
"anon-57","social","5","positive","terrible",0.5
"anon-57","social","2","negative","amazing",0
"anon-57","social","4","negative","terrible",0.725
"anon-57","social","2","positive","terrible",0.025
"anon-57","social","2","positive","okay",0.5
"anon-57","social","1","positive","amazing",0.025
"anon-57","social","5","negative","okay",0.725
"anon-57","social","1","negative","good",0
"anon-57","social","3","positive","good",0.675
"anon-58","social","1","positive","okay",1
"anon-58","social","1","negative","bad",1
"anon-58","social","1","positive","good",1
"anon-58","social","3","positive","terrible",1
"anon-58","social","2","negative","okay",1
"anon-58","social","3","negative","good",0.975
"anon-58","social","3","negative","okay",0.975
"anon-58","social","2","positive","good",1
"anon-58","social","4","positive","terrible",0.95
"anon-58","social","4","negative","okay",0.975
"anon-58","social","2","negative","bad",0.975
"anon-58","social","1","negative","amazing",1
"anon-58","social","5","positive","bad",0.975
"anon-58","social","2","positive","amazing",0.975
"anon-58","social","4","positive","bad",1
"anon-58","social","2","negative","terrible",0.95
"anon-58","social","5","positive","good",0.95
"anon-58","social","5","negative","terrible",1
"anon-58","social","1","negative","terrible",0.975
"anon-58","social","4","negative","amazing",0.975
"anon-58","social","5","positive","okay",0.95
"anon-58","social","4","negative","good",0.975
"anon-58","social","3","positive","amazing",0.975
"anon-58","social","3","positive","bad",1
"anon-58","social","5","negative","amazing",1
"anon-59","social","3","negative","okay",0.075
"anon-59","social","3","positive","terrible",0
"anon-59","social","1","positive","good",1
"anon-59","social","2","negative","terrible",0.6
"anon-59","social","2","positive","amazing",1
"anon-59","social","5","positive","okay",0
"anon-59","social","3","negative","good",0.125
"anon-59","social","5","positive","bad",0.025
"anon-59","social","5","negative","amazing",0
"anon-59","social","5","negative","terrible",0
"anon-59","social","4","negative","amazing",0
"anon-59","social","2","negative","bad",0.65
"anon-59","social","4","negative","good",0
"anon-59","social","1","negative","terrible",1
"anon-59","social","5","positive","good",0.475
"anon-59","social","3","positive","bad",0
"anon-59","social","3","positive","amazing",1
"anon-59","social","4","positive","terrible",0
"anon-59","social","1","negative","amazing",0.45
"anon-59","social","2","negative","okay",0.15
"anon-59","social","2","positive","good",0.525
"anon-59","social","4","negative","okay",0
"anon-59","social","1","negative","bad",0.975
"anon-59","social","1","positive","okay",0.65
"anon-59","social","4","positive","bad",0
"anon-6","social","5","positive","good",0.575
"anon-6","social","5","positive","okay",0.775
"anon-6","social","3","positive","amazing",0.65
"anon-6","social","4","negative","amazing",0.8
"anon-6","social","1","positive","good",0.275
"anon-6","social","3","negative","okay",0.275
"anon-6","social","4","negative","good",0.55
"anon-6","social","5","negative","amazing",0.65
"anon-6","social","1","negative","amazing",0.35
"anon-6","social","5","negative","terrible",0.75
"anon-6","social","2","negative","okay",0.7
"anon-6","social","4","positive","bad",0.65
"anon-6","social","1","positive","okay",0.675
"anon-6","social","1","negative","bad",0.35
"anon-6","social","1","negative","terrible",0.15
"anon-6","social","5","positive","bad",0.3
"anon-6","social","2","positive","amazing",0.775
"anon-6","social","3","negative","good",0.575
"anon-6","social","2","negative","bad",0.15
"anon-6","social","2","positive","good",0.675
"anon-6","social","4","positive","terrible",0.5
"anon-6","social","3","positive","terrible",0.375
"anon-6","social","3","positive","bad",0.875
"anon-6","social","2","negative","terrible",0.5
"anon-6","social","4","negative","okay",0.275
"anon-60","social","5","negative","good",0
"anon-60","social","4","positive","good",0.6
"anon-60","social","2","positive","terrible",0.05
"anon-60","social","1","negative","okay",0.6
"anon-60","social","5","positive","terrible",0
"anon-60","social","1","negative","good",0.675
"anon-60","social","3","negative","amazing",0.5
"anon-60","social","4","positive","okay",0.175
"anon-60","social","3","positive","okay",0.6
"anon-60","social","4","positive","amazing",0.85
"anon-60","social","3","negative","terrible",0.275
"anon-60","social","3","positive","good",0.725
"anon-60","social","1","positive","bad",0.125
"anon-60","social","5","negative","bad",0.05
"anon-60","social","2","positive","okay",0.675
"anon-60","social","5","negative","okay",0
"anon-60","social","1","positive","amazing",1
"anon-60","social","5","positive","amazing",1
"anon-60","social","1","positive","terrible",0.1
"anon-60","social","2","negative","good",0.175
"anon-60","social","2","negative","amazing",0.675
"anon-60","social","2","positive","bad",0.1
"anon-60","social","4","negative","bad",0.125
"anon-60","social","3","negative","bad",0.375
"anon-60","social","4","negative","terrible",0.1
"anon-61","social","4","negative","amazing",0.725
"anon-61","social","4","negative","good",0.125
"anon-61","social","5","negative","amazing",0.175
"anon-61","social","1","positive","okay",0.8
"anon-61","social","5","positive","good",0.925
"anon-61","social","3","negative","good",0.25
"anon-61","social","5","positive","okay",0.45
"anon-61","social","1","negative","amazing",0.55
"anon-61","social","5","negative","terrible",0.775
"anon-61","social","1","negative","terrible",0.7
"anon-61","social","2","positive","good",0.7
"anon-61","social","3","positive","bad",0.175
"anon-61","social","2","negative","terrible",0.2
"anon-61","social","4","positive","bad",0.2
"anon-61","social","4","negative","okay",0.775
"anon-61","social","3","positive","amazing",0.75
"anon-61","social","2","negative","bad",0.8
"anon-61","social","4","positive","terrible",0.1
"anon-61","social","5","positive","bad",0.2
"anon-61","social","2","positive","amazing",0.8
"anon-61","social","1","negative","bad",0.725
"anon-61","social","1","positive","good",0.7
"anon-61","social","3","negative","okay",0.325
"anon-61","social","3","positive","terrible",0.225
"anon-61","social","2","negative","okay",0.325
"anon-7","social","5","negative","good",0.1
"anon-7","social","4","positive","okay",0.3
"anon-7","social","1","positive","bad",0.175
"anon-7","social","3","positive","good",0.925
"anon-7","social","1","negative","okay",0.15
"anon-7","social","4","positive","good",0.85
"anon-7","social","1","negative","good",0.2
"anon-7","social","1","positive","terrible",0.075
"anon-7","social","2","positive","terrible",0.225
"anon-7","social","5","positive","terrible",0.05
"anon-7","social","2","positive","okay",0.325
"anon-7","social","4","negative","bad",0.9
"anon-7","social","3","negative","bad",0.75
"anon-7","social","3","negative","amazing",0.275
"anon-7","social","5","positive","amazing",0.975
"anon-7","social","2","positive","bad",0.1
"anon-7","social","2","negative","good",0.45
"anon-7","social","5","negative","bad",0.15
"anon-7","social","4","negative","terrible",0.575
"anon-7","social","5","negative","okay",0.025
"anon-7","social","1","positive","amazing",0.75
"anon-7","social","3","negative","terrible",0.225
"anon-7","social","2","negative","amazing",0.15
"anon-7","social","3","positive","okay",0.175
"anon-7","social","4","positive","amazing",0.925
"anon-8","social","4","negative","good",0
"anon-8","social","2","positive","good",1
"anon-8","social","3","positive","terrible",0
"anon-8","social","5","positive","bad",0
"anon-8","social","1","negative","terrible",0.55
"anon-8","social","2","negative","okay",0.4
"anon-8","social","3","positive","bad",0
"anon-8","social","4","positive","terrible",0
"anon-8","social","1","negative","amazing",0.525
"anon-8","social","4","negative","okay",0.525
"anon-8","social","4","positive","bad",0
"anon-8","social","3","negative","good",0.225
"anon-8","social","2","negative","terrible",0.4
"anon-8","social","1","positive","okay",1
"anon-8","social","2","negative","bad",0.6
"anon-8","social","4","negative","amazing",0.025
"anon-8","social","1","negative","bad",0.225
"anon-8","social","2","positive","amazing",1
"anon-8","social","1","positive","good",0.975
"anon-8","social","5","positive","good",0.975
"anon-8","social","5","positive","okay",0.875
"anon-8","social","5","negative","amazing",0.025
"anon-8","social","3","positive","amazing",0.975
"anon-8","social","3","negative","okay",0.125
"anon-8","social","5","negative","terrible",0.025
"anon-9","informative","4","positive","okay",0.375
"anon-9","informative","1","positive","amazing",0.125
"anon-9","informative","1","negative","good",0.775
"anon-9","informative","1","positive","bad",0.925
"anon-9","informative","3","positive","good",0.625
"anon-9","informative","2","positive","okay",0.55
"anon-9","informative","3","negative","terrible",0.175
"anon-9","informative","1","negative","okay",1
"anon-9","informative","5","negative","bad",0.825
"anon-9","informative","5","negative","good",0.225
"anon-9","informative","3","positive","okay",0.75
"anon-9","informative","3","negative","bad",0.325
"anon-9","informative","1","positive","terrible",0.825
"anon-9","informative","2","positive","terrible",1
"anon-9","informative","2","negative","amazing",0.05
"anon-9","informative","5","positive","amazing",1
"anon-9","informative","2","negative","good",0.725
"anon-9","informative","4","positive","amazing",0.775
"anon-9","informative","4","negative","bad",1
"anon-9","informative","2","positive","bad",0.65
"anon-9","informative","3","negative","amazing",0.75
"anon-9","informative","5","negative","okay",0
"anon-9","informative","4","negative","terrible",0.225
"anon-9","informative","5","positive","terrible",0.075
"anon-9","informative","4","positive","good",0.825
